-,-,超地獄級,-,-,-,-,-,-
?,命護の青龍・カリン-9dee497284a9f9e308eef78721af46c5.png,命護の青龍・カリン,水,8569,1,2016042,310,※精霊の宝玉イベント時のみ稀に出現、水の宝玉を確定ドロップ<br>封印の波動（先制・5ターンスキル使用不可）<br>東方七星陣（計41986の連続攻撃）※HP20%以下で使用
1,光の守護鬼・ショウキ-4f3d26cf86cde983c3726f597e812142.png,光の守護鬼・ショウキ,光,-,2,626042,750,ここから先は（先制攻撃4327）<br>孤軍奮闘（1体の時、999ターン攻撃力3倍）<br>ぶん殴り（残りHP99％ダメージ）<br>怒りの鉄拳（17306）
1,闇の守護鬼・ジャキ-e20223cd11d921a04839e090d46c24d9.png,闇の守護鬼・ジャキ,闇,-,2,1042708,0,通さねぇ！（先制・ドロップが見えなくなる）<br>孤軍奮闘（1体の時、999ターン攻撃力3倍）<br>ぶった切り（11105）<br>怒りの鉄拳（14806）
2,-,以下から1体が出現,-,-,-,-,-,-
2,蒼光星・神龍-ef95bf4832ab6c6ba13e09c6f24741c2.png,蒼光星・神龍,光水,-,1,1251806,260,<光>神速（先制攻撃5743）<br><光>ホーリーブレス（連続攻撃11486）<br><水>神水の祟り（2体を4ターンバインド、1度きり）<br><水>水神龍の息吹（9189ダメージ＆ランダム1色→水ドロップ）<br><水>ゴッドブリザードブレス（連続攻撃17230）
2,黒光星・神龍-d9dae6202df2f8ed04c163b5f79e7667.png,黒光星・神龍,光闇,-,1,1251806,260,<光>神速（先制攻撃5743）<br><光>ホーリーブレス（連続攻撃11486）<br><闇>神影の祟り（1体を6ターンバインド、1度きり）<br><闇>邪神龍の息吹（9189ダメージ＆ランダム1色→闇ドロップ）<br><闇>ゴッドヘルブレス（連続攻撃17230）
3,夜刻武神・ツクヨミ-21727e57a70ef451f64912ec584f895e.png,夜刻武神・ツクヨミ,闇光,-,1,1530347,925,新月（先制・ドロップが見えなくなる）<br>夜刻一刀（18666）<br><闇>影月（12444ダメージ＆ランダム1色→闇ドロップ）<br><光>月光（12444ダメージ＆ランダム1色→光ドロップ）<br><光>チェンジ・ザ（何もしない）※HP30%以下で使用<br><光>ワールド！（連続攻撃149328）※HP30%以下で使用
4,-,以下から1体が出現,-,-,-,-,-,-
4,紅蓮龍神・ヒノカグツチ-1e12d7358f08efaccb08369df6cb11c4.png,紅蓮龍神・ヒノカグツチ,火光,-,2,1739028,420,<火>龍神の涙（先制・プレイヤーのHP全回復）<br><火>紅蓮弾（15458ダメージ＆ランダム1色→火ドロップ）<br><光>聖なる縛炎（悪魔タイプ3～5ターンバインド、1度きり）<br><光>龍刀・天之尾羽張（連続攻撃23187）
4,焔獄蛇神・ヒノカグツチ-5e06ca06441b5f27ecb25956f9f975d8.png,焔獄蛇神・ヒノカグツチ,火闇,-,2,1391806,420,<火>蛇神の咆哮（先制・残りHP99％ダメージ）<br><火>焔獄弾（21708ダメージ＆ランダム1色→闇ドロップ）<br><闇>呪いの蛇眼（全モンスター1ターンバインド、1度きり）<br><闇>蛇王焔獄滅龍波（651240）
5,-,以下から1体が出現,-,-,-,-,-,-
