-,-,地獄級,-,-,-,-,-,-
1,ねねこ-60404b9d5dd155b3164b160abba19401.png,ねねこx3,水,7816,2,41055,1365,ファイアバインド<br>暗黒変化の術・水（闇ドロップ→水ドロップ）
2,ねねこ-60404b9d5dd155b3164b160abba19401.png,ねねこ,水,7816,2,41055,1365,ファイアバインド<br>暗黒変化の術・水（闇ドロップ→水ドロップ）
2,迷宮の獣人・ミノタウロス-4eb840a8d3304d32662c2d066a4c8f02.png,迷宮の獣人・ミノタウロス,火,9854,3,470619,270,クイックスタンプ（先制攻撃1971）<br>フルスイング（14781）※HP40%以下で使用<br>羽交い絞め（1体10ターンバインド、1度きり）※HP10%以下で使用
2,はまひめ-04701747f390d8c685c9bc5e74670371.png,はまひめ,闇,7530,1,16050,0,フラッシュバインド<br>業炎変化の術・闇（火ドロップ→闇ドロップ）
3,-,いずれか1体が出現,-,-,-,-,-,-
3,天樹華の朱雀・レイラン-f53308834797327cb2fac1d69bf1b617.png,天樹華の朱雀・レイラン,火木,-,1,756907,336,紅蓮斬（4112ダメージ＆回復ドロップ→火ドロップ）<br>鳳凰剣舞（連続攻撃5152～6440）<br>光吸の樹縛（光属性3～4ターンバインド、1度きり）※HP50%以下で使用<br>南方七星陣（連続攻撃18032）※HP30%以下で使用
3,天聖導の朱雀・レイラン-cd4066374960620a2b0e5acaa502fea0.png,天聖導の朱雀・レイラン,火光,-,3,756907,336,火炎演舞（連続攻撃14631）<br>日輪の煌き（闇属性3～4ターンバインド、1度きり）※HP50%以下で使用<br>南方七星陣（連続攻撃42672）※HP30%以下で使用
4,金毛の猿神・孫悟空-b441fba5ece3e6f4e74971ef282b5793.png,金毛の猿神・孫悟空,光,-,3,1342987,248,如意棒連撃（連続攻撃12020）<br>如意棒・最大展開（36063）※HP50%以下で使用
5,光僧・三蔵法師-65346f4390924855d40c54299057bd17.png,光僧・三蔵法師,光,-,1,809387,208,破邪の聖印（先制・5ターン闇属性吸収）<br>光の法力（5112ダメージ＆闇ドロップ→光ドロップ）<br>玉龍招来（連続攻撃7158）<br>金剛圏（リーダー5ターンバインド、1度きり）※HP50%以下で使用<br>天現菩薩掌（連続攻撃14313）※HP30%以下で使用
6,冥眼の龍僧・三蔵法師-6a7e79aaf603397885b2100907d9106b.png,冥眼の龍僧・三蔵法師,闇,-,1,1610507,376,破戒の邪印（先制・5ターン光属性吸収）<br>闇の法力（5969ダメージ＆光ドロップ→闇ドロップ）<br>紫龍招来（連続攻撃8355）<br>外道の狂気（3ターン操作時間2秒短縮、1度きり）※HP50%以下で使用<br>迎獄焔魔掌（連続攻撃15916）※HP30%以下で使用
-,-,超級,-,-,-,-,-,-
1,ねねこ-60404b9d5dd155b3164b160abba19401.png,ねねこx3,水,5940,2,3150,1050,ファイアバインド<br>暗黒変化の術・水（闇ドロップ→水ドロップ）
2,ねねこ-60404b9d5dd155b3164b160abba19401.png,ねねこ,水,5940,2,3150,1050,ファイアバインド<br>暗黒変化の術・水（闇ドロップ→水ドロップ）
2,迷宮の獣人・ミノタウロス-4eb840a8d3304d32662c2d066a4c8f02.png,迷宮の獣人・ミノタウロス,火,7483,3,357358,210,クイックスタンプ（先制攻撃1971）<br>フルスイング（11225）※HP40%以下で使用<br>羽交い絞め（1体10ターンバインド、1度きり）※HP10%以下で使用
2,はまひめ-04701747f390d8c685c9bc5e74670371.png,はまひめ,闇,5104,1,10878,0,フラッシュバインド<br>業炎変化の術・闇（火ドロップ→闇ドロップ）
3,-,いずれか1体が出現,-,-,-,-,-,-
3,天樹華の朱雀・レイラン-f53308834797327cb2fac1d69bf1b617.png,天樹華の朱雀・レイラン,火木,-,1,528258,252,紅蓮斬（2877ダメージ＆回復ドロップ→火ドロップ）<br>鳳凰剣舞（連続攻撃3596～4495）<br>光吸の樹縛（光属性3～4ターンバインド、1度きり）※HP50%以下で使用<br>南方七星陣（連続攻撃12586）※HP30%以下で使用
3,天聖導の朱雀・レイラン-cd4066374960620a2b0e5acaa502fea0.png,天聖導の朱雀・レイラン,火光,-,3,528258,252,火炎演舞（連続攻撃10212）<br>日輪の煌き（闇属性3～4ターンバインド、1度きり）※HP50%以下で使用<br>南方七星陣（連続攻撃29785）※HP30%以下で使用
4,金毛の猿神・孫悟空-b441fba5ece3e6f4e74971ef282b5793.png,金毛の猿神・孫悟空,光,-,3,937293,186,如意棒連撃（連続攻撃8392）<br>如意棒・最大展開（25170）※HP50%以下で使用
5,光僧・三蔵法師-65346f4390924855d40c54299057bd17.png,光僧・三蔵法師,光,-,1,564884,156,破邪の聖印（先制・5ターン闇属性吸収）<br>光の法力（4166ダメージ＆闇ドロップ→光ドロップ）<br>玉龍招来（連続攻撃4995）<br>金剛圏（リーダー5ターンバインド、1度きり）※HP50%以下で使用<br>天現菩薩掌（連続攻撃9990）※HP30%以下で使用
6,冥眼の龍僧・三蔵法師-6a7e79aaf603397885b2100907d9106b.png,冥眼の龍僧・三蔵法師,闇,-,1,1123999,282,破戒の邪印（先制・5ターン光属性吸収）<br>闇の法力（4166ダメージ＆光ドロップ→闇ドロップ）<br>紫龍招来（連続攻撃5832）<br>外道の狂気（3ターン操作時間2秒短縮、1度きり）※HP50%以下で使用<br>迎獄焔魔掌（連続攻撃11108）※HP30%以下で使用
