-,-,超地獄級,-,-,-,-,-,-
?,地鎮の玄武・メイメイ-1e969d8afde823ccff5cbd9136ad2327.png,地鎮の玄武・メイメイ,木,8569,1,2016042,310,※精霊の宝玉イベント時のみ稀に出現、木の宝玉を確定ドロップ<br>封印の波動（先制・5ターンスキル使用不可）<br>北方七星陣（計47997の連続攻撃）※HP20%以下で使用
1,疾駆の人馬・ケンタウロス-34df85755947908b20cf69a22d9808ff.png,疾駆の人馬・ケンタウロスx2,木,7286,1,234014,22500,疾風突き（先制攻撃4372）<br>孤軍奮闘（1体の時、999ターン攻撃力3倍）<br>五月雨突き（連続攻撃7650～10200）<br>踏み込み（729）※HP30%以下で使用<br>クリティカルチャージ（14572）※HP30%以下で使用
2,世界樹の精霊・アルラウネ-0952c7fa5751b23ebf9b19c1c5b63eb9.png,世界樹の精霊・アルラウネ,木,10083,1,1078403,290,憩いの唄（先制・プレイヤーのHP全回復）<br>世界樹の守護（8066ダメージ＆回復ドロップ→木ドロップ）<br>眠りの唄（サブ全員を2～4ターンバインド、1度きり）※HP50%以下で使用<br>フラワーストーム（連続攻撃15126）※HP30%以下で使用
3,冥界神・アークハーデス-37f1181c0da85cd9e5a1629bfa1a4d52.png,冥界神・アークハーデス,闇光,-,6,4444444,370,死の恐怖（先制・5ターンドロップ操作時間1秒短縮）<br>デスサイズ（連続攻撃177776）
4,水天双極星・リヴァイアサン-80d78d1620669be37dbcb70e9779ec20.png,水天双極星・リヴァイアサン,水,-,1,2433264,390,海蛇龍の大渦（先制・10ターンスキル使用不可）<br>しめつける（1回目2549・2回目5097・3回目10194・4回目20388）<br>かみ砕く（101940）<br>呑み込む（101940）
5,覚醒ヘラ・ベオーク-61dadd0aa83fbbc8e89a0c750c5a67ca.png,覚醒ヘラ・ベオーク,木闇,15153,1,3581042,3350,光合成（先制・10ターン光属性吸収）<br>縛り上げる（6061ダメージ＆1体を3ターンバインド）<br><木>創樹妃の色香（10607ダメージ＆火ドロップ→木ドロップ）<br><闇>創樹妃の誘惑（15153ダメージ＆闇ドロップ→光ドロップ）<br><闇>ジュピタージェネシス（30306）※HP30%以下で使用
-,-,地獄級,-,-,-,-,-,-
1,疾駆の人馬・ケンタウロス-34df85755947908b20cf69a22d9808ff.png,疾駆の人馬・ケンタウロスx2,木,4740,1,152250,15000,2844<br>孤軍奮闘（1体の時、999ターン攻撃力3倍）<br>五月雨突き（連続攻撃4977～6636）<br>踏み込み（474）※HP30%以下で使用<br>クリティカルチャージ（9480）※HP30%以下で使用
2,世界樹の精霊・アルラウネ-0952c7fa5751b23ebf9b19c1c5b63eb9.png,世界樹の精霊・アルラウネ,木,5405,1,578024,174,憩いの唄（先制・プレイヤーのHP全回復）<br>4324<br>眠りの唄（サブ全員を2～4ターンバインド、1度きり）※HP50%以下で使用<br>フラワーストーム（連続攻撃8109）※HP30%以下で使用
3,冥界神・アークハーデス-37f1181c0da85cd9e5a1629bfa1a4d52.png,冥界神・アークハーデス,闇光,-,6,2382222,222,死の恐怖（先制・5ターンドロップ操作時間1秒短縮）<br>デスサイズ（連続攻撃95288）
4,水天双極星・リヴァイアサン-80d78d1620669be37dbcb70e9779ec20.png,水天双極星・リヴァイアサン,水,-,1,1304229,234,海蛇龍の大渦（先制・10ターンスキル使用不可）<br>しめつける（1回目1366・2回目2732・3回目5464・4回目10928）<br>かみ砕く（54640）<br>呑み込む（54640）
5,覚醒ヘラ・ベオーク-61dadd0aa83fbbc8e89a0c750c5a67ca.png,覚醒ヘラ・ベオーク,木闇,8122,1,1919438,2010,光合成（先制・10ターン光属性吸収）<br>縛り上げる（3249ダメージ＆1体を3ターンバインド）<br><木>創樹妃の色香（5685ダメージ＆火ドロップ→木ドロップ）<br><闇>創樹妃の誘惑（8122ダメージ＆闇ドロップ→光ドロップ）<br><闇>ジュピタージェネシス（16244）※HP30%以下で使用
