-,-,超地獄級,-,-,-,-,-,-
?,極光の麒麟・サクヤ-6a5c18a5d1812e0b11a28efe5c680ffc.png,極光の麒麟・サクヤ,光,8569,1,2016042,310,※精霊の宝玉イベント時のみ稀に出現、光の宝玉を確定ドロップ<br>封印の波動（先制・5ターンスキル使用不可）<br>四源の舞（計68552の連続攻撃）※HP20%以下で使用
1,炎のアイスオーガ-cea982b214b9d2dff37b5862af98d776.png,炎のアイスオーガ,水火,16440,4,452250,0,<水>羽交い絞め（1体10ターンバインド、1度きり）<br><火>フレイムストライク（24660）
1,炎のアーマーオーガ-f501f182cdbd3516dc6826e539a782c8.png,炎のアーマーオーガ,木火,12840,3,414750,1500,<木>ウォーターバインド（水属性2～4ターンバインド、1度きり）<br><火>フレイムストライク（19260）
2,炎聖騎龍・フォーミュラー-5010e2846c2c652756a0ec095dec473e.png,炎聖騎龍・フォーミュラー,光火,11986,1,1043403,0,<光>光の翼（先制攻撃11986）<br><光>スパークエッジ（計14382の連続攻撃）<br><火>フレイムバースト（23972）
3,碧炎星・イフリート-e2ebf90a5348ff53d0447dd9ea2feffc.png,碧炎星・イフリート,火木,-,1,49,600000,豊穣の守り（先制・999ターン状態異常無効）<br><火>マグマブレス（計10958の連続攻撃）<br><木>ウォーターバインド<br><木>ゴッドガイアブレス（計16438の連続攻撃）
4,戦女神・ダークミネルヴァ-135142b62bd0f56815f4e20a6a2cf2a3.png,戦女神・ダークミネルヴァ,火闇,-,1,940069,13875,<火>クイックボム（先制攻撃10569）<br><火>フレイムスラッシュ（計10570の連続攻撃）<br><闇>超・ダークバインド（闇属性10ターンバインド、1度きり）<br><闇>無数の闇弾が出現（次回からバラージボム使用、1度きり）<br><闇>バラージボム（3171x4～6の連続攻撃）
5,覚醒ヘラ・ウルズ-cce1a048c7d52126e89f092228e18b0e.png,覚醒ヘラ・ウルズ,火闇,20153,1,2365763,670,神々の守り（先制・999ターン状態異常無効）<br><火>永劫の渇き（水属性10ターンバインド、1度きり）<br><火>フレイムピラー（計27207の連続攻撃）<br><闇>ハイキック（34260）<br><闇>魔力を解放した（次回からグラビトンボム使用、1度きり）※HP25%以下で使用<br><闇>グラビトンボム（120918）
-,-,地獄級,-,-,-,-,-,-
1,炎のアイスオーガ-cea982b214b9d2dff37b5862af98d776.png,炎のアイスオーガ,水火,11143,4,306525,0,<水>羽交い絞め（1体10ターンバインド、1度きり）<br><火>フレイムストライク（16715）
1,炎のアーマーオーガ-f501f182cdbd3516dc6826e539a782c8.png,炎のアーマーオーガ,木火,8703,3,281108,1500,<木>ウォーターバインド（水属性2～4ターンバインド、1度きり）<br><火>フレイムストライク（13055）
2,炎聖騎龍・フォーミュラー-5010e2846c2c652756a0ec095dec473e.png,炎聖騎龍・フォーミュラー,光火,6425,1,559264,0,<光>光の翼（先制攻撃6425）<br><光>スパークエッジ（計7710の連続攻撃）<br><火>フレイムバースト（12850）
3,碧炎星・イフリート-e2ebf90a5348ff53d0447dd9ea2feffc.png,碧炎星・イフリート,火木,-,1,44,600000,豊穣の守り（先制・999ターン状態異常無効）<br><火>マグマブレス（計5874の連続攻撃）<br><木>ウォーターバインド<br><木>ゴッドガイアブレス（計8812の連続攻撃）
4,戦女神・ダークミネルヴァ-135142b62bd0f56815f4e20a6a2cf2a3.png,戦女神・ダークミネルヴァ,火闇,-,1,503877,8325,<火>クイックボム（先制攻撃5665）<br><火>フレイムスラッシュ（計5666の連続攻撃）<br><闇>超・ダークバインド（闇属性10ターンバインド、1度きり）<br><闇>無数の闇弾が出現（次回からバラージボム使用、1度きり）<br><闇>バラージボム（1700x4～6の連続攻撃）
5,覚醒ヘラ・ウルズ-cce1a048c7d52126e89f092228e18b0e.png,覚醒ヘラ・ウルズ,火闇,10802,1,1268049,402,神々の守り（先制・999ターン状態異常無効）<br><火>永劫の渇き（水属性10ターンバインド、1度きり）<br><火>フレイムピラー（計14583の連続攻撃）<br><闇>ハイキック（18363）<br><闇>魔力を解放した（次回からグラビトンボム使用、1度きり）※HP25%以下で使用<br><闇>グラビトンボム（64812）
