?,天導の朱雀・レイラン.png,天導の朱雀・レイラン,火,8569,1,2016042,310,※精霊の宝玉イベント時のみ稀に出現、火の宝玉を確定ドロップ<br>封印の波動（先制・5ターンスキル使用不可）<br>南方七星陣（計47985の連続攻撃）※HP20%以下で使用
1,フレイムキメラ.png,フレイムキメラ,火,7650,2,34500,500,連続攻撃（10710）
1,バブルキメラ.png,バブルキメラ,水,7440,2,31500,500,連続攻撃（10416）
1,リーフキメラ.png,リーフキメラ,木,7200,2,33000,500,連続攻撃（10080）
2,神化の金面.png,神化の金面,光,9999,6,18,60000,ダークバインド
2,神化の黒面.png,神化の黒面,闇,9999,6,18,60000,フラッシュバインド
2,神秘の仮面.png,神秘の仮面,光,4000,1,15,100000,-
3,パイロデーモン.png,パイロデーモン,火,5460,1,46650,2200,ウォーターバインド
3,フロストデーモン.png,フロストデーモン,水,5490,1,48150,2200,リーフバインド
3,タウロスデーモン.png,タウロスデーモン,木,5670,1,49650,2200,ファイアバインド
4,-,以下から2体が出現,-,-,-,-,-,-
4,マグマキマイラ.png,マグマキマイラ,火,14580,2,842100,1400,ダブルバインド<br>連続攻撃（20412）
4,ディープキマイラ.png,ディープキマイラ,水,14370,2,834600,1400,ダブルバインド<br>連続攻撃（20018）
4,フラワーキマイラ.png,フラワーキマイラ,木,14130,2,827100,1400,ダブルバインド<br>連続攻撃（19782）
5,ゼウス.png,ゼウス,光,18514,1,3853937,5520,神王の眼光（神タイプをバインド）<br>ドロップ排除・回復神の雷（27771）※HP75%以下で使用<br>スーパーノヴァ（合計46290の10回攻撃）※HP25%以下で使用
